"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Ano x Nível de instrução x Grupo de idade"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"2022"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Sem instrução e fundamental incompleto";;;;;;;;;;;;;;;;;;"Fundamental completo e médio incompleto";;;;;;;;;;;;;;;;;;"Médio completo e superior incompleto";;;;;;;;;;;;;;;;;;"Superior completo"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais"
"Pernambuco";"Homens";"Preta";"0,16";"0,04";"0,12";"2,39";"1,86";"0,15";"0,17";"0,22";"0,26";"0,30";"0,28";"0,25";"0,23";"0,54";"0,18";"0,14";"0,10";"0,11";"0,23";"0,10";"0,13";"0,62";"0,57";"0,10";"0,09";"0,09";"0,09";"0,07";"0,06";"0,05";"0,04";"0,05";"0,02";"0,01";"0,01";"0,01";"0,43";"0,09";"0,34";"1,47";"1,40";"0,28";"0,24";"0,23";"0,21";"0,17";"0,13";"0,08";"0,06";"0,07";"0,03";"0,02";"0,01";"0,01";"0,03";"0,00";"0,02";"0,39";"0,36";"0,06";"0,07";"0,07";"0,05";"0,04";"0,03";"0,02";"0,02";"0,03";"0,01";"0,01";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Parda";"0,79";"0,21";"0,59";"10,41";"8,27";"0,72";"0,87";"1,03";"1,21";"1,23";"1,19";"1,09";"0,92";"2,14";"0,73";"0,59";"0,40";"0,42";"1,09";"0,48";"0,61";"2,69";"2,50";"0,49";"0,43";"0,40";"0,36";"0,27";"0,22";"0,19";"0,14";"0,20";"0,09";"0,06";"0,03";"0,02";"2,15";"0,50";"1,66";"6,38";"6,04";"1,28";"1,09";"1,01";"0,91";"0,64";"0,48";"0,38";"0,25";"0,34";"0,18";"0,09";"0,04";"0,03";"0,12";"0,01";"0,11";"1,84";"1,69";"0,26";"0,30";"0,30";"0,26";"0,19";"0,15";"0,12";"0,09";"0,16";"0,07";"0,04";"0,03";"0,02"
"Pernambuco";"Homens";"Indígena";"0,02";"0,01";"0,01";"0,20";"0,15";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,04";"0,02";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,04";"0,04";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,01";"0,03";"0,09";"0,08";"0,02";"0,02";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Branca";"0,20";"0,05";"0,15";"5,59";"3,62";"0,19";"0,26";"0,36";"0,46";"0,55";"0,61";"0,62";"0,57";"1,96";"0,51";"0,48";"0,39";"0,59";"0,43";"0,20";"0,23";"1,64";"1,38";"0,20";"0,19";"0,20";"0,20";"0,17";"0,16";"0,14";"0,11";"0,26";"0,08";"0,06";"0,05";"0,07";"1,49";"0,38";"1,11";"5,05";"4,49";"0,77";"0,74";"0,70";"0,70";"0,54";"0,43";"0,35";"0,27";"0,56";"0,21";"0,14";"0,08";"0,12";"0,19";"0,01";"0,18";"3,64";"3,13";"0,44";"0,51";"0,51";"0,47";"0,36";"0,31";"0,29";"0,24";"0,51";"0,19";"0,14";"0,10";"0,09"
"Pernambuco";"Mulheres";"Preta";"0,08";"0,02";"0,06";"2,11";"1,45";"0,08";"0,10";"0,13";"0,18";"0,22";"0,24";"0,25";"0,24";"0,67";"0,22";"0,17";"0,12";"0,15";"0,16";"0,07";"0,10";"0,61";"0,55";"0,09";"0,08";"0,09";"0,07";"0,07";"0,06";"0,05";"0,04";"0,06";"0,02";"0,02";"0,01";"0,01";"0,44";"0,10";"0,34";"1,55";"1,46";"0,28";"0,25";"0,25";"0,22";"0,18";"0,13";"0,10";"0,07";"0,09";"0,05";"0,02";"0,01";"0,01";"0,04";"0,00";"0,03";"0,56";"0,52";"0,08";"0,09";"0,09";"0,08";"0,06";"0,05";"0,04";"0,03";"0,04";"0,02";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,01";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00"
"Pernambuco";"Mulheres";"Parda";"0,51";"0,13";"0,38";"10,51";"7,69";"0,49";"0,66";"0,85";"1,05";"1,13";"1,21";"1,21";"1,09";"2,82";"0,89";"0,74";"0,52";"0,67";"0,96";"0,40";"0,56";"3,10";"2,83";"0,51";"0,49";"0,46";"0,38";"0,32";"0,28";"0,22";"0,18";"0,27";"0,12";"0,07";"0,04";"0,04";"2,50";"0,62";"1,88";"8,13";"7,68";"1,56";"1,39";"1,33";"1,15";"0,83";"0,62";"0,46";"0,33";"0,45";"0,21";"0,12";"0,06";"0,06";"0,21";"0,01";"0,20";"3,15";"2,87";"0,43";"0,50";"0,50";"0,44";"0,33";"0,26";"0,24";"0,16";"0,27";"0,12";"0,08";"0,04";"0,03"
"Pernambuco";"Mulheres";"Indígena";"0,01";"0,00";"0,01";"0,17";"0,12";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,05";"0,02";"0,01";"0,01";"0,02";"0,02";"0,01";"0,01";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05";"0,01";"0,04";"0,12";"0,11";"0,03";"0,02";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05";"0,05";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-"
"Alagoas";"Homens";"Branca";"0,40";"0,10";"0,30";"4,80";"3,66";"0,32";"0,34";"0,43";"0,56";"0,56";"0,56";"0,49";"0,40";"1,13";"0,35";"0,31";"0,21";"0,26";"0,58";"0,26";"0,32";"1,28";"1,17";"0,23";"0,18";"0,17";"0,16";"0,14";"0,11";"0,09";"0,08";"0,11";"0,05";"0,03";"0,02";"0,02";"1,09";"0,25";"0,84";"2,85";"2,64";"0,56";"0,45";"0,44";"0,34";"0,27";"0,24";"0,19";"0,15";"0,20";"0,09";"0,06";"0,03";"0,03";"0,09";"0,00";"0,09";"1,77";"1,56";"0,23";"0,28";"0,25";"0,27";"0,16";"0,14";"0,13";"0,11";"0,20";"0,09";"0,05";"0,03";"0,03"
"Alagoas";"Homens";"Preta";"0,22";"0,06";"0,16";"2,74";"2,17";"0,17";"0,23";"0,26";"0,32";"0,34";"0,33";"0,27";"0,25";"0,57";"0,21";"0,15";"0,11";"0,10";"0,28";"0,12";"0,17";"0,64";"0,61";"0,15";"0,11";"0,10";"0,07";"0,08";"0,04";"0,03";"0,02";"0,04";"0,02";"0,01";"0,00";"0,00";"0,38";"0,07";"0,30";"1,08";"1,02";"0,24";"0,18";"0,17";"0,15";"0,10";"0,08";"0,06";"0,04";"0,06";"0,04";"0,01";"0,01";"0,00";"0,02";"0,00";"0,02";"0,36";"0,34";"0,06";"0,07";"0,05";"0,05";"0,05";"0,03";"0,02";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Parda";"1,11";"0,28";"0,83";"12,41";"9,96";"0,94";"1,01";"1,35";"1,52";"1,47";"1,35";"1,28";"1,05";"2,45";"0,88";"0,67";"0,46";"0,44";"1,48";"0,65";"0,83";"3,00";"2,85";"0,64";"0,51";"0,48";"0,39";"0,29";"0,22";"0,19";"0,12";"0,16";"0,07";"0,04";"0,02";"0,02";"2,11";"0,49";"1,62";"5,56";"5,31";"1,23";"0,96";"0,89";"0,73";"0,52";"0,43";"0,33";"0,22";"0,25";"0,13";"0,07";"0,03";"0,02";"0,11";"0,01";"0,10";"1,99";"1,85";"0,30";"0,33";"0,33";"0,29";"0,22";"0,14";"0,13";"0,11";"0,14";"0,07";"0,04";"0,02";"0,01"
"Alagoas";"Homens";"Indígena";"0,02";"0,00";"0,01";"0,14";"0,11";"0,01";"0,01";"0,02";"0,01";"0,02";"0,01";"0,02";"0,01";"0,02";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,01";"0,04";"0,03";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,03";"0,00";"0,02";"0,06";"0,05";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-"
"Alagoas";"Mulheres";"Branca";"0,24";"0,07";"0,18";"5,24";"3,67";"0,22";"0,29";"0,40";"0,49";"0,57";"0,58";"0,58";"0,55";"1,57";"0,44";"0,40";"0,31";"0,42";"0,50";"0,24";"0,25";"1,43";"1,25";"0,20";"0,18";"0,20";"0,18";"0,15";"0,14";"0,11";"0,08";"0,18";"0,06";"0,04";"0,03";"0,05";"1,29";"0,34";"0,95";"3,66";"3,32";"0,66";"0,57";"0,56";"0,48";"0,37";"0,29";"0,22";"0,17";"0,33";"0,11";"0,09";"0,06";"0,07";"0,16";"0,01";"0,15";"2,96";"2,62";"0,37";"0,43";"0,42";"0,42";"0,29";"0,25";"0,25";"0,18";"0,34";"0,13";"0,09";"0,06";"0,06"
"Alagoas";"Mulheres";"Preta";"0,15";"0,03";"0,11";"2,38";"1,74";"0,11";"0,13";"0,18";"0,24";"0,27";"0,27";"0,28";"0,27";"0,63";"0,24";"0,17";"0,12";"0,11";"0,24";"0,10";"0,14";"0,51";"0,47";"0,11";"0,07";"0,07";"0,06";"0,06";"0,04";"0,04";"0,02";"0,04";"0,02";"0,01";"0,00";"0,01";"0,38";"0,08";"0,30";"1,07";"1,03";"0,25";"0,20";"0,19";"0,13";"0,11";"0,08";"0,05";"0,03";"0,05";"0,02";"0,02";"0,01";"0,00";"0,03";"0,00";"0,03";"0,50";"0,47";"0,07";"0,07";"0,10";"0,06";"0,05";"0,05";"0,04";"0,03";"0,03";"0,02";"0,01";"0,00";"0,00"
"Alagoas";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,04";"0,04";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,01";"0,00";"0,01";"0,03";"0,02";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-"
"Alagoas";"Mulheres";"Parda";"0,76";"0,18";"0,58";"12,80";"9,80";"0,72";"0,88";"1,17";"1,43";"1,49";"1,50";"1,42";"1,18";"3,00";"1,02";"0,80";"0,53";"0,66";"1,37";"0,56";"0,81";"3,48";"3,27";"0,73";"0,58";"0,53";"0,45";"0,36";"0,27";"0,21";"0,16";"0,21";"0,10";"0,05";"0,03";"0,03";"2,63";"0,59";"2,04";"7,27";"6,92";"1,61";"1,38";"1,22";"0,97";"0,65";"0,48";"0,36";"0,25";"0,35";"0,16";"0,10";"0,05";"0,05";"0,20";"0,01";"0,19";"3,59";"3,33";"0,53";"0,56";"0,57";"0,51";"0,40";"0,31";"0,26";"0,20";"0,26";"0,12";"0,09";"0,03";"0,02"
"Alagoas";"Mulheres";"Indígena";"0,01";"0,00";"0,01";"0,13";"0,10";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";"0,03";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,01";"0,03";"0,06";"0,06";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,03";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-"
"Sergipe";"Homens";"Branca";"0,36";"0,10";"0,26";"4,09";"3,11";"0,29";"0,31";"0,33";"0,46";"0,46";"0,46";"0,44";"0,36";"0,98";"0,29";"0,27";"0,18";"0,24";"0,47";"0,22";"0,25";"1,08";"0,97";"0,19";"0,15";"0,13";"0,13";"0,11";"0,11";"0,09";"0,07";"0,11";"0,04";"0,03";"0,01";"0,03";"0,86";"0,22";"0,64";"2,63";"2,41";"0,49";"0,42";"0,41";"0,33";"0,27";"0,19";"0,16";"0,14";"0,22";"0,09";"0,07";"0,04";"0,03";"0,08";"0,00";"0,08";"1,62";"1,41";"0,21";"0,24";"0,27";"0,20";"0,15";"0,14";"0,12";"0,08";"0,22";"0,09";"0,06";"0,04";"0,04"
"Sergipe";"Homens";"Preta";"0,29";"0,07";"0,22";"2,96";"2,37";"0,22";"0,25";"0,29";"0,34";"0,36";"0,34";"0,30";"0,27";"0,60";"0,21";"0,16";"0,09";"0,13";"0,30";"0,12";"0,18";"0,82";"0,77";"0,14";"0,12";"0,14";"0,11";"0,08";"0,08";"0,06";"0,04";"0,05";"0,02";"0,02";"0,01";"0,00";"0,46";"0,08";"0,38";"1,85";"1,78";"0,34";"0,30";"0,33";"0,30";"0,19";"0,13";"0,12";"0,07";"0,08";"0,04";"0,02";"0,01";"0,01";"0,02";"0,00";"0,02";"0,55";"0,52";"0,09";"0,09";"0,10";"0,08";"0,07";"0,05";"0,03";"0,02";"0,03";"0,02";"0,01";"0,00";"0,00"
"Sergipe";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-"
"Sergipe";"Homens";"Parda";"1,17";"0,34";"0,82";"11,58";"9,31";"0,93";"0,93";"1,13";"1,38";"1,36";"1,40";"1,20";"0,99";"2,27";"0,78";"0,59";"0,44";"0,46";"1,40";"0,57";"0,84";"3,05";"2,84";"0,59";"0,50";"0,46";"0,38";"0,29";"0,26";"0,20";"0,16";"0,21";"0,10";"0,05";"0,04";"0,02";"1,93";"0,41";"1,52";"6,38";"6,06";"1,22";"1,14";"1,07";"0,92";"0,59";"0,48";"0,37";"0,26";"0,32";"0,17";"0,08";"0,04";"0,03";"0,14";"0,01";"0,14";"2,49";"2,29";"0,39";"0,43";"0,41";"0,37";"0,24";"0,18";"0,18";"0,10";"0,20";"0,09";"0,06";"0,03";"0,02"
"Sergipe";"Homens";"Indígena";"0,00";"0,00";"0,00";"0,05";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,02";"0,01";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,01";"0,04";"0,03";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"-";"-";"-"
"Sergipe";"Mulheres";"Branca";"0,20";"0,05";"0,15";"4,27";"2,79";"0,17";"0,18";"0,28";"0,39";"0,44";"0,45";"0,45";"0,44";"1,47";"0,38";"0,34";"0,28";"0,47";"0,39";"0,18";"0,21";"1,29";"1,11";"0,17";"0,15";"0,17";"0,14";"0,14";"0,15";"0,11";"0,07";"0,18";"0,07";"0,05";"0,03";"0,04";"1,11";"0,29";"0,82";"3,17";"2,87";"0,53";"0,46";"0,47";"0,44";"0,31";"0,27";"0,22";"0,18";"0,29";"0,11";"0,07";"0,05";"0,06";"0,14";"0,00";"0,14";"2,70";"2,43";"0,35";"0,42";"0,43";"0,36";"0,28";"0,25";"0,20";"0,14";"0,28";"0,12";"0,07";"0,05";"0,05"
"Sergipe";"Mulheres";"Preta";"0,12";"0,04";"0,08";"2,57";"1,86";"0,13";"0,13";"0,19";"0,27";"0,27";"0,30";"0,31";"0,25";"0,71";"0,21";"0,20";"0,13";"0,18";"0,25";"0,11";"0,15";"0,75";"0,71";"0,12";"0,11";"0,11";"0,11";"0,09";"0,07";"0,05";"0,04";"0,04";"0,02";"0,01";"0,01";"0,01";"0,54";"0,10";"0,43";"1,88";"1,79";"0,37";"0,32";"0,33";"0,29";"0,19";"0,12";"0,11";"0,06";"0,08";"0,04";"0,02";"0,01";"0,01";"0,05";"0,00";"0,05";"0,89";"0,83";"0,12";"0,14";"0,15";"0,14";"0,09";"0,09";"0,06";"0,04";"0,06";"0,03";"0,01";"0,01";"0,01"
"Sergipe";"Mulheres";"Amarela";"0,00";"-";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,03";"0,03";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-"
"Sergipe";"Mulheres";"Parda";"0,74";"0,17";"0,57";"11,62";"8,73";"0,66";"0,76";"0,95";"1,25";"1,38";"1,33";"1,31";"1,09";"2,89";"0,92";"0,75";"0,53";"0,69";"1,24";"0,49";"0,75";"3,58";"3,32";"0,65";"0,58";"0,51";"0,47";"0,35";"0,33";"0,25";"0,19";"0,26";"0,10";"0,06";"0,05";"0,06";"2,50";"0,52";"1,98";"8,38";"7,97";"1,66";"1,52";"1,45";"1,13";"0,82";"0,62";"0,46";"0,31";"0,41";"0,20";"0,11";"0,06";"0,04";"0,23";"0,01";"0,23";"4,37";"4,02";"0,64";"0,70";"0,71";"0,59";"0,45";"0,39";"0,29";"0,25";"0,36";"0,17";"0,11";"0,04";"0,03"
"Sergipe";"Mulheres";"Indígena";"0,00";"0,00";"0,00";"0,05";"0,04";"0,00";"0,01";"0,00";"0,01";"0,00";"0,00";"0,01";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,01";"0,04";"0,04";"0,01";"0,00";"0,01";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-"
"Bahia";"Homens";"Branca";"0,23";"0,07";"0,16";"3,45";"2,42";"0,17";"0,20";"0,25";"0,35";"0,37";"0,39";"0,37";"0,33";"1,03";"0,28";"0,26";"0,21";"0,28";"0,36";"0,16";"0,20";"0,87";"0,77";"0,13";"0,11";"0,13";"0,11";"0,08";"0,08";"0,07";"0,06";"0,10";"0,04";"0,03";"0,02";"0,02";"0,63";"0,14";"0,49";"2,18";"1,97";"0,37";"0,32";"0,32";"0,30";"0,21";"0,17";"0,16";"0,12";"0,21";"0,09";"0,06";"0,03";"0,03";"0,05";"0,00";"0,04";"1,23";"1,06";"0,13";"0,17";"0,18";"0,18";"0,12";"0,10";"0,09";"0,08";"0,17";"0,06";"0,05";"0,03";"0,03"
"Bahia";"Homens";"Preta";"0,38";"0,10";"0,28";"4,76";"3,71";"0,30";"0,33";"0,42";"0,58";"0,57";"0,56";"0,51";"0,45";"1,05";"0,34";"0,28";"0,19";"0,23";"0,59";"0,23";"0,36";"1,39";"1,30";"0,25";"0,21";"0,22";"0,20";"0,14";"0,12";"0,09";"0,06";"0,09";"0,04";"0,02";"0,01";"0,01";"0,70";"0,13";"0,57";"3,06";"2,91";"0,54";"0,51";"0,56";"0,48";"0,33";"0,23";"0,16";"0,11";"0,14";"0,07";"0,04";"0,02";"0,02";"0,04";"0,00";"0,03";"0,65";"0,62";"0,09";"0,10";"0,12";"0,11";"0,08";"0,06";"0,04";"0,03";"0,04";"0,02";"0,01";"0,00";"0,00"
"Bahia";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Bahia";"Homens";"Parda";"0,91";"0,27";"0,64";"11,33";"8,67";"0,67";"0,78";"1,02";"1,29";"1,29";"1,31";"1,22";"1,09";"2,66";"0,88";"0,71";"0,50";"0,58";"1,31";"0,54";"0,77";"2,98";"2,74";"0,54";"0,47";"0,47";"0,40";"0,28";"0,23";"0,20";"0,16";"0,23";"0,11";"0,07";"0,03";"0,03";"1,78";"0,39";"1,39";"6,43";"6,07";"1,16";"1,04";"1,12";"0,99";"0,63";"0,47";"0,37";"0,29";"0,36";"0,18";"0,10";"0,05";"0,04";"0,09";"0,01";"0,08";"1,79";"1,64";"0,23";"0,27";"0,30";"0,30";"0,20";"0,15";"0,12";"0,09";"0,15";"0,07";"0,05";"0,02";"0,02"
"Bahia";"Homens";"Indígena";"0,01";"0,00";"0,01";"0,13";"0,10";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,02";"0,01";"0,03";"0,01";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";"0,03";"0,03";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,01";"0,05";"0,05";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
