"Tabela 3193 - Pessoas de 10 anos ou mais de idade, por estado civil, segundo o estado conjugal, a situação do domicílio, o sexo, a cor ou raça e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Ano x Estado civil x Estado conjugal x Situação do domicílio"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"2010"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Casado(a)";;;"Divorciado(a)";;;"Solteiro(a)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";;;"Total";;;"Total"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural"
"Centro-Oeste";"Mulheres";"Preta";"20 a 24 anos";"0,07";"0,06";"0,01";"0,00";"0,00";"0,00";"0,29";"0,27";"0,02"
"Centro-Oeste";"Mulheres";"Preta";"25 a 29 anos";"0,12";"0,11";"0,01";"0,01";"0,01";"0,00";"0,26";"0,24";"0,02"
"Centro-Oeste";"Mulheres";"Preta";"30 a 34 anos";"0,13";"0,12";"0,01";"0,01";"0,01";"0,00";"0,21";"0,20";"0,02"
"Centro-Oeste";"Mulheres";"Preta";"35 a 39 anos";"0,12";"0,11";"0,01";"0,01";"0,01";"0,00";"0,15";"0,14";"0,01"
"Centro-Oeste";"Mulheres";"Preta";"40 a 44 anos";"0,12";"0,10";"0,01";"0,02";"0,02";"0,00";"0,12";"0,11";"0,01"
"Centro-Oeste";"Mulheres";"Preta";"45 a 49 anos";"0,11";"0,10";"0,01";"0,02";"0,02";"0,00";"0,09";"0,08";"0,01"
"Centro-Oeste";"Mulheres";"Preta";"50 a 54 anos";"0,09";"0,08";"0,01";"0,02";"0,02";"0,00";"0,06";"0,06";"0,01"
"Centro-Oeste";"Mulheres";"Preta";"55 a 59 anos";"0,07";"0,06";"0,01";"0,01";"0,01";"0,00";"0,04";"0,04";"0,00"
"Centro-Oeste";"Mulheres";"Preta";"60 a 64 anos";"0,05";"0,04";"0,01";"0,01";"0,01";"0,00";"0,03";"0,02";"0,00"
"Centro-Oeste";"Mulheres";"Preta";"65 a 69 anos";"0,03";"0,03";"0,00";"0,01";"0,01";"0,00";"0,02";"0,02";"0,00"
"Centro-Oeste";"Mulheres";"Preta";"70 a 74 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Centro-Oeste";"Mulheres";"Preta";"75 a 79 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Centro-Oeste";"Mulheres";"Preta";"80 anos ou mais";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"18 e 19 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,03";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"20 a 24 anos";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,08";"0,07";"0,01"
"Centro-Oeste";"Mulheres";"Amarela";"25 a 29 anos";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,07";"0,06";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"30 a 34 anos";"0,05";"0,05";"0,00";"0,00";"0,00";"0,00";"0,04";"0,04";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"35 a 39 anos";"0,04";"0,04";"0,00";"0,01";"0,01";"0,00";"0,03";"0,03";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"40 a 44 anos";"0,04";"0,03";"0,00";"0,01";"0,01";"0,00";"0,02";"0,02";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"45 a 49 anos";"0,03";"0,03";"0,00";"0,01";"0,01";"0,00";"0,02";"0,02";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"50 a 54 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"55 a 59 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"65 a 69 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"70 a 74 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Parda";"18 e 19 anos";"0,10";"0,08";"0,01";"0,00";"0,00";"0,00";"0,97";"0,89";"0,09"
"Centro-Oeste";"Mulheres";"Parda";"20 a 24 anos";"0,55";"0,48";"0,06";"0,02";"0,02";"0,00";"2,16";"1,98";"0,18"
"Centro-Oeste";"Mulheres";"Parda";"25 a 29 anos";"0,92";"0,82";"0,10";"0,05";"0,05";"0,00";"1,74";"1,58";"0,16"
"Centro-Oeste";"Mulheres";"Parda";"30 a 34 anos";"1,12";"1,00";"0,12";"0,09";"0,09";"0,01";"1,38";"1,26";"0,13"
"Centro-Oeste";"Mulheres";"Parda";"35 a 39 anos";"1,10";"0,98";"0,12";"0,12";"0,12";"0,01";"1,03";"0,92";"0,10"
"Centro-Oeste";"Mulheres";"Parda";"40 a 44 anos";"1,06";"0,93";"0,13";"0,15";"0,14";"0,01";"0,73";"0,66";"0,07"
"Centro-Oeste";"Mulheres";"Parda";"45 a 49 anos";"0,91";"0,78";"0,12";"0,16";"0,15";"0,01";"0,51";"0,46";"0,05"
"Centro-Oeste";"Mulheres";"Parda";"50 a 54 anos";"0,73";"0,63";"0,10";"0,13";"0,12";"0,01";"0,34";"0,31";"0,03"
"Centro-Oeste";"Mulheres";"Parda";"55 a 59 anos";"0,55";"0,46";"0,09";"0,10";"0,09";"0,00";"0,22";"0,20";"0,02"
"Centro-Oeste";"Mulheres";"Parda";"60 a 64 anos";"0,38";"0,32";"0,06";"0,06";"0,06";"0,00";"0,13";"0,12";"0,01"
"Centro-Oeste";"Mulheres";"Parda";"65 a 69 anos";"0,24";"0,20";"0,04";"0,04";"0,04";"0,00";"0,08";"0,07";"0,01"
"Centro-Oeste";"Mulheres";"Parda";"70 a 74 anos";"0,14";"0,12";"0,02";"0,02";"0,02";"0,00";"0,05";"0,05";"0,00"
"Centro-Oeste";"Mulheres";"Parda";"75 a 79 anos";"0,06";"0,05";"0,01";"0,01";"0,01";"0,00";"0,03";"0,03";"0,00"
"Centro-Oeste";"Mulheres";"Parda";"80 anos ou mais";"0,04";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"18 e 19 anos";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,02";"0,01";"0,01"
"Centro-Oeste";"Mulheres";"Indígena";"20 a 24 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,04";"0,01";"0,03"
"Centro-Oeste";"Mulheres";"Indígena";"25 a 29 anos";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,03";"0,01";"0,02"
"Centro-Oeste";"Mulheres";"Indígena";"30 a 34 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Centro-Oeste";"Mulheres";"Indígena";"35 a 39 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01"
"Centro-Oeste";"Mulheres";"Indígena";"40 a 44 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01"
"Centro-Oeste";"Mulheres";"Indígena";"45 a 49 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"50 a 54 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"55 a 59 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"60 a 64 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"75 a 79 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00"
"Centro-Oeste";"Mulheres";"Sem declaração";"20 a 24 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"25 a 29 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"30 a 34 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"35 a 39 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"40 a 44 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"45 a 49 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"50 a 54 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"60 a 64 anos";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Centro-Oeste";"Mulheres";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Branca";"18 e 19 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,77";"0,55";"0,21"
"Rondônia";"Homens";"Branca";"20 a 24 anos";"0,25";"0,17";"0,08";"0,01";"0,01";"0,00";"1,69";"1,32";"0,37"
"Rondônia";"Homens";"Branca";"25 a 29 anos";"0,57";"0,42";"0,15";"0,02";"0,02";"0,00";"1,26";"0,97";"0,29"
"Rondônia";"Homens";"Branca";"30 a 34 anos";"0,77";"0,55";"0,22";"0,04";"0,03";"0,01";"0,87";"0,66";"0,21"
"Rondônia";"Homens";"Branca";"35 a 39 anos";"0,79";"0,55";"0,24";"0,07";"0,06";"0,01";"0,66";"0,49";"0,17"
"Rondônia";"Homens";"Branca";"40 a 44 anos";"0,87";"0,59";"0,28";"0,08";"0,07";"0,01";"0,46";"0,35";"0,11"
"Rondônia";"Homens";"Branca";"45 a 49 anos";"0,88";"0,60";"0,28";"0,09";"0,07";"0,02";"0,32";"0,24";"0,08"
"Rondônia";"Homens";"Branca";"50 a 54 anos";"0,76";"0,51";"0,25";"0,09";"0,07";"0,02";"0,21";"0,15";"0,06"
"Rondônia";"Homens";"Branca";"55 a 59 anos";"0,56";"0,33";"0,23";"0,08";"0,05";"0,02";"0,12";"0,09";"0,03"
"Rondônia";"Homens";"Branca";"60 a 64 anos";"0,44";"0,28";"0,16";"0,04";"0,03";"0,01";"0,08";"0,05";"0,02"
"Rondônia";"Homens";"Branca";"65 a 69 anos";"0,34";"0,22";"0,11";"0,03";"0,03";"0,01";"0,05";"0,03";"0,01"
"Rondônia";"Homens";"Branca";"70 a 74 anos";"0,22";"0,14";"0,09";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Rondônia";"Homens";"Branca";"75 a 79 anos";"0,13";"0,09";"0,05";"0,02";"0,01";"0,00";"0,02";"0,01";"0,01"
"Rondônia";"Homens";"Branca";"80 anos ou mais";"0,11";"0,09";"0,02";"0,01";"0,01";"0,00";"0,02";"0,01";"0,01"
"Rondônia";"Homens";"Preta";"18 e 19 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,16";"0,12";"0,04"
"Rondônia";"Homens";"Preta";"20 a 24 anos";"0,06";"0,04";"0,01";"0,00";"0,00";"-";"0,41";"0,32";"0,09"
"Rondônia";"Homens";"Preta";"25 a 29 anos";"0,12";"0,09";"0,03";"0,01";"0,00";"0,00";"0,36";"0,29";"0,08"
"Rondônia";"Homens";"Preta";"30 a 34 anos";"0,15";"0,12";"0,04";"0,01";"0,01";"0,00";"0,29";"0,21";"0,08"
"Rondônia";"Homens";"Preta";"35 a 39 anos";"0,17";"0,12";"0,05";"0,02";"0,01";"0,00";"0,21";"0,16";"0,05"
"Rondônia";"Homens";"Preta";"40 a 44 anos";"0,20";"0,15";"0,06";"0,02";"0,01";"0,00";"0,18";"0,14";"0,04"
"Rondônia";"Homens";"Preta";"45 a 49 anos";"0,18";"0,12";"0,06";"0,01";"0,01";"0,00";"0,13";"0,09";"0,04"
"Rondônia";"Homens";"Preta";"50 a 54 anos";"0,15";"0,10";"0,05";"0,02";"0,01";"0,00";"0,09";"0,07";"0,02"
"Rondônia";"Homens";"Preta";"55 a 59 anos";"0,12";"0,07";"0,04";"0,02";"0,01";"0,00";"0,04";"0,03";"0,01"
"Rondônia";"Homens";"Preta";"60 a 64 anos";"0,10";"0,06";"0,03";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Rondônia";"Homens";"Preta";"65 a 69 anos";"0,07";"0,04";"0,03";"0,00";"0,00";"0,00";"0,02";"0,02";"0,01"
"Rondônia";"Homens";"Preta";"70 a 74 anos";"0,05";"0,03";"0,02";"0,01";"0,01";"0,00";"0,02";"0,01";"0,00"
"Rondônia";"Homens";"Preta";"75 a 79 anos";"0,03";"0,02";"0,02";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Rondônia";"Homens";"Preta";"80 anos ou mais";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Amarela";"18 e 19 anos";"0,00";"0,00";"-";"-";"-";"-";"0,04";"0,03";"0,00"
"Rondônia";"Homens";"Amarela";"20 a 24 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,08";"0,06";"0,01"
"Rondônia";"Homens";"Amarela";"25 a 29 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"-";"0,06";"0,05";"0,01"
"Rondônia";"Homens";"Amarela";"30 a 34 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,03";"0,03";"0,01"
"Rondônia";"Homens";"Amarela";"35 a 39 anos";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00"
"Rondônia";"Homens";"Amarela";"40 a 44 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,02";"0,02";"0,01"
"Rondônia";"Homens";"Amarela";"45 a 49 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Rondônia";"Homens";"Amarela";"50 a 54 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01"
"Rondônia";"Homens";"Amarela";"55 a 59 anos";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Amarela";"65 a 69 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Rondônia";"Homens";"Amarela";"70 a 74 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Amarela";"75 a 79 anos";"0,01";"0,00";"0,00";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Homens";"Parda";"18 e 19 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"1,30";"0,95";"0,34"
"Rondônia";"Homens";"Parda";"20 a 24 anos";"0,35";"0,26";"0,10";"0,01";"0,01";"0,00";"2,92";"2,27";"0,65"
"Rondônia";"Homens";"Parda";"25 a 29 anos";"0,76";"0,57";"0,19";"0,03";"0,02";"0,00";"2,32";"1,76";"0,56"
"Rondônia";"Homens";"Parda";"30 a 34 anos";"1,03";"0,73";"0,29";"0,06";"0,05";"0,00";"1,73";"1,33";"0,40"
"Rondônia";"Homens";"Parda";"35 a 39 anos";"1,07";"0,76";"0,32";"0,07";"0,06";"0,01";"1,26";"0,95";"0,31"
"Rondônia";"Homens";"Parda";"40 a 44 anos";"1,14";"0,78";"0,36";"0,09";"0,07";"0,02";"0,95";"0,71";"0,25"
"Rondônia";"Homens";"Parda";"45 a 49 anos";"1,07";"0,73";"0,34";"0,10";"0,08";"0,02";"0,69";"0,50";"0,19"
"Rondônia";"Homens";"Parda";"50 a 54 anos";"0,86";"0,58";"0,28";"0,11";"0,09";"0,02";"0,43";"0,31";"0,12"
"Rondônia";"Homens";"Parda";"55 a 59 anos";"0,75";"0,45";"0,30";"0,09";"0,06";"0,03";"0,24";"0,17";"0,07"
"Rondônia";"Homens";"Parda";"60 a 64 anos";"0,53";"0,33";"0,20";"0,06";"0,05";"0,01";"0,15";"0,10";"0,05"
"Rondônia";"Homens";"Parda";"65 a 69 anos";"0,36";"0,22";"0,14";"0,03";"0,02";"0,01";"0,08";"0,05";"0,02"
"Rondônia";"Homens";"Parda";"70 a 74 anos";"0,26";"0,15";"0,11";"0,02";"0,02";"0,00";"0,07";"0,04";"0,03"
"Rondônia";"Homens";"Parda";"75 a 79 anos";"0,15";"0,09";"0,06";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Rondônia";"Homens";"Parda";"80 anos ou mais";"0,12";"0,09";"0,03";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Rondônia";"Homens";"Indígena";"18 e 19 anos";"0,00";"-";"0,00";"-";"-";"-";"0,02";"0,00";"0,02"
"Rondônia";"Homens";"Indígena";"20 a 24 anos";"0,01";"-";"0,01";"-";"-";"-";"0,03";"0,01";"0,02"
"Rondônia";"Homens";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,02";"0,01";"0,01"
"Rondônia";"Homens";"Indígena";"30 a 34 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,02";"0,01";"0,01"
"Rondônia";"Homens";"Indígena";"35 a 39 anos";"0,02";"0,00";"0,01";"0,00";"0,00";"-";"0,01";"0,00";"0,01"
"Rondônia";"Homens";"Indígena";"40 a 44 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,02";"0,00";"0,01"
"Rondônia";"Homens";"Indígena";"45 a 49 anos";"0,01";"0,00";"0,01";"0,00";"-";"0,00";"0,01";"0,00";"0,01"
"Rondônia";"Homens";"Indígena";"50 a 54 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,01"
"Rondônia";"Homens";"Indígena";"55 a 59 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Indígena";"60 a 64 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,00";"-";"0,00"
"Rondônia";"Homens";"Indígena";"65 a 69 anos";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Indígena";"75 a 79 anos";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00"
"Rondônia";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"0,03";"0,00";"0,03"
"Rondônia";"Homens";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"0,05";"0,00";"0,05"
"Rondônia";"Homens";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"0,02";"-";"0,02"
"Rondônia";"Homens";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"0,01";"-";"0,01"
"Rondônia";"Homens";"Sem declaração";"40 a 44 anos";"0,00";"0,00";"-";"-";"-";"-";"0,01";"-";"0,01"
"Rondônia";"Homens";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"0,01";"-";"0,01"
"Rondônia";"Homens";"Sem declaração";"50 a 54 anos";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00"
"Rondônia";"Homens";"Sem declaração";"55 a 59 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"-";"0,00"
"Rondônia";"Homens";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Branca";"18 e 19 anos";"0,10";"0,07";"0,04";"0,00";"-";"0,00";"0,70";"0,55";"0,14"
"Rondônia";"Mulheres";"Branca";"20 a 24 anos";"0,50";"0,34";"0,15";"0,02";"0,02";"0,00";"1,43";"1,20";"0,23"
"Rondônia";"Mulheres";"Branca";"25 a 29 anos";"0,81";"0,57";"0,23";"0,05";"0,05";"0,01";"1,07";"0,89";"0,18"
"Rondônia";"Mulheres";"Branca";"30 a 34 anos";"0,88";"0,63";"0,25";"0,08";"0,07";"0,01";"0,79";"0,65";"0,14"
"Rondônia";"Mulheres";"Branca";"35 a 39 anos";"0,91";"0,64";"0,26";"0,10";"0,09";"0,01";"0,56";"0,46";"0,09"
"Rondônia";"Mulheres";"Branca";"40 a 44 anos";"0,86";"0,61";"0,25";"0,13";"0,11";"0,02";"0,40";"0,34";"0,06"
"Rondônia";"Mulheres";"Branca";"45 a 49 anos";"0,78";"0,54";"0,25";"0,11";"0,10";"0,01";"0,23";"0,19";"0,03"
"Rondônia";"Mulheres";"Branca";"50 a 54 anos";"0,63";"0,41";"0,22";"0,10";"0,09";"0,01";"0,17";"0,15";"0,02"
"Rondônia";"Mulheres";"Branca";"55 a 59 anos";"0,48";"0,31";"0,17";"0,07";"0,06";"0,01";"0,09";"0,08";"0,01"
"Rondônia";"Mulheres";"Branca";"60 a 64 anos";"0,33";"0,22";"0,11";"0,04";"0,03";"0,01";"0,05";"0,05";"0,01"
"Rondônia";"Mulheres";"Branca";"65 a 69 anos";"0,24";"0,15";"0,09";"0,02";"0,02";"0,00";"0,03";"0,02";"0,01"
"Rondônia";"Mulheres";"Branca";"70 a 74 anos";"0,14";"0,10";"0,04";"0,01";"0,01";"0,00";"0,02";"0,02";"0,00"
"Rondônia";"Mulheres";"Branca";"75 a 79 anos";"0,07";"0,05";"0,02";"0,01";"0,01";"0,00";"0,01";"0,01";"0,00"
"Rondônia";"Mulheres";"Branca";"80 anos ou mais";"0,04";"0,03";"0,01";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Rondônia";"Mulheres";"Preta";"18 e 19 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"-";"0,11";"0,10";"0,02"
"Rondônia";"Mulheres";"Preta";"20 a 24 anos";"0,07";"0,06";"0,02";"0,00";"0,00";"-";"0,29";"0,24";"0,05"
"Rondônia";"Mulheres";"Preta";"25 a 29 anos";"0,11";"0,08";"0,03";"0,01";"0,01";"0,00";"0,23";"0,19";"0,05"
"Rondônia";"Mulheres";"Preta";"30 a 34 anos";"0,12";"0,09";"0,03";"0,01";"0,01";"0,00";"0,20";"0,17";"0,03"
"Rondônia";"Mulheres";"Preta";"35 a 39 anos";"0,13";"0,09";"0,04";"0,01";"0,01";"0,00";"0,15";"0,12";"0,04"
"Rondônia";"Mulheres";"Preta";"40 a 44 anos";"0,12";"0,09";"0,03";"0,01";"0,01";"0,00";"0,11";"0,09";"0,02"
"Rondônia";"Mulheres";"Preta";"45 a 49 anos";"0,12";"0,08";"0,04";"0,02";"0,02";"0,00";"0,08";"0,07";"0,01"
"Rondônia";"Mulheres";"Preta";"50 a 54 anos";"0,10";"0,06";"0,03";"0,02";"0,01";"0,00";"0,05";"0,04";"0,01"
"Rondônia";"Mulheres";"Preta";"55 a 59 anos";"0,07";"0,04";"0,03";"0,01";"0,01";"0,00";"0,04";"0,03";"0,01"
"Rondônia";"Mulheres";"Preta";"60 a 64 anos";"0,06";"0,04";"0,02";"0,00";"0,00";"0,00";"0,02";"0,02";"0,01"
"Rondônia";"Mulheres";"Preta";"65 a 69 anos";"0,03";"0,02";"0,02";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00"
"Rondônia";"Mulheres";"Preta";"70 a 74 anos";"0,02";"0,01";"0,01";"0,00";"0,00";"-";"0,01";"0,00";"0,00"
"Rondônia";"Mulheres";"Preta";"75 a 79 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Mulheres";"Preta";"80 anos ou mais";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Rondônia";"Mulheres";"Amarela";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,04";"0,03";"0,01"
"Rondônia";"Mulheres";"Amarela";"20 a 24 anos";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,09";"0,08";"0,01"
"Rondônia";"Mulheres";"Amarela";"25 a 29 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"0,00";"0,06";"0,05";"0,01"
"Rondônia";"Mulheres";"Amarela";"30 a 34 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"-";"0,05";"0,04";"0,01"
