"Tabela 3193 - Pessoas de 10 anos ou mais de idade, por estado civil, segundo o estado conjugal, a situação do domicílio, o sexo, a cor ou raça e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Ano x Estado civil x Estado conjugal x Situação do domicílio"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"2010"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Casado(a)";;;"Divorciado(a)";;;"Solteiro(a)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";;;"Total";;;"Total"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural"
"Norte";"Homens";"Amarela";"80 anos ou mais";"317";"200";"117";"-";"-";"-";"148";"121";"27"
"Norte";"Homens";"Parda";"18 e 19 anos";"2957";"2094";"863";"138";"129";"9";"213388";"152648";"60739"
"Norte";"Homens";"Parda";"20 a 24 anos";"35229";"27298";"7932";"917";"723";"194";"492799";"359862";"132937"
"Norte";"Homens";"Parda";"25 a 29 anos";"81293";"63942";"17351";"2075";"1723";"351";"407153";"298485";"108669"
"Norte";"Homens";"Parda";"30 a 34 anos";"113505";"87901";"25604";"4413";"3929";"484";"308573";"224113";"84460"
"Norte";"Homens";"Parda";"35 a 39 anos";"122071";"92934";"29137";"5406";"4548";"858";"226096";"162443";"63653"
"Norte";"Homens";"Parda";"40 a 44 anos";"125365";"94586";"30779";"7675";"6622";"1053";"168508";"119570";"48938"
"Norte";"Homens";"Parda";"45 a 49 anos";"118820";"87278";"31542";"8840";"7435";"1405";"114779";"80440";"34339"
"Norte";"Homens";"Parda";"50 a 54 anos";"105487";"76282";"29205";"9243";"8000";"1243";"76449";"51874";"24574"
"Norte";"Homens";"Parda";"55 a 59 anos";"91681";"63317";"28364";"7218";"5965";"1253";"49050";"30859";"18191"
"Norte";"Homens";"Parda";"60 a 64 anos";"70161";"48139";"22022";"4742";"3781";"961";"31808";"20218";"11590"
"Norte";"Homens";"Parda";"65 a 69 anos";"51284";"34651";"16632";"2952";"2363";"589";"21929";"13176";"8753"
"Norte";"Homens";"Parda";"70 a 74 anos";"35336";"24545";"10791";"1938";"1555";"383";"13139";"7941";"5198"
"Norte";"Homens";"Parda";"75 a 79 anos";"21273";"15186";"6087";"1144";"907";"237";"8168";"4720";"3448"
"Norte";"Homens";"Parda";"80 anos ou mais";"17399";"13021";"4378";"633";"511";"122";"7858";"5056";"2802"
"Norte";"Homens";"Indígena";"18 e 19 anos";"242";"30";"211";"12";"-";"12";"6075";"1309";"4765"
"Norte";"Homens";"Indígena";"20 a 24 anos";"1121";"97";"1024";"10";"3";"7";"12384";"2632";"9752"
"Norte";"Homens";"Indígena";"25 a 29 anos";"1729";"275";"1453";"40";"-";"40";"9613";"2189";"7424"
"Norte";"Homens";"Indígena";"30 a 34 anos";"2167";"488";"1679";"59";"24";"35";"6855";"1558";"5297"
"Norte";"Homens";"Indígena";"35 a 39 anos";"2324";"539";"1785";"89";"58";"31";"5665";"1205";"4461"
"Norte";"Homens";"Indígena";"40 a 44 anos";"2119";"592";"1526";"41";"28";"14";"4453";"949";"3504"
"Norte";"Homens";"Indígena";"45 a 49 anos";"1968";"606";"1363";"100";"74";"25";"3049";"695";"2354"
"Norte";"Homens";"Indígena";"50 a 54 anos";"1500";"465";"1034";"47";"29";"18";"2275";"409";"1865"
"Norte";"Homens";"Indígena";"55 a 59 anos";"1211";"369";"842";"16";"7";"10";"1688";"294";"1393"
"Norte";"Homens";"Indígena";"60 a 64 anos";"1228";"465";"764";"13";"13";"-";"1519";"308";"1212"
"Norte";"Homens";"Indígena";"65 a 69 anos";"813";"207";"605";"22";"-";"22";"1312";"229";"1083"
"Norte";"Homens";"Indígena";"70 a 74 anos";"754";"251";"503";"21";"17";"5";"751";"150";"601"
"Norte";"Homens";"Indígena";"75 a 79 anos";"349";"62";"287";"20";"11";"8";"467";"105";"362"
"Norte";"Homens";"Indígena";"80 anos ou mais";"464";"124";"340";"3";"-";"3";"566";"98";"468"
"Norte";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"43";"-";"43"
"Norte";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"449";"21";"428"
"Norte";"Homens";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"802";"124";"677"
"Norte";"Homens";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"399";"58";"341"
"Norte";"Homens";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"223";"50";"173"
"Norte";"Homens";"Sem declaração";"40 a 44 anos";"21";"21";"-";"-";"-";"-";"198";"28";"171"
"Norte";"Homens";"Sem declaração";"45 a 49 anos";"13";"-";"13";"-";"-";"-";"117";"36";"81"
"Norte";"Homens";"Sem declaração";"50 a 54 anos";"-";"-";"-";"-";"-";"-";"15";"-";"15"
"Norte";"Homens";"Sem declaração";"55 a 59 anos";"10";"10";"-";"-";"-";"-";"53";"8";"44"
"Norte";"Homens";"Sem declaração";"60 a 64 anos";"15";"15";"-";"-";"-";"-";"9";"-";"9"
"Norte";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Mulheres";"Branca";"18 e 19 anos";"5012";"3449";"1563";"138";"110";"28";"66328";"55053";"11276"
"Norte";"Mulheres";"Branca";"20 a 24 anos";"29128";"22759";"6368";"918";"832";"87";"148072";"124373";"23699"
"Norte";"Mulheres";"Branca";"25 a 29 anos";"50731";"41586";"9145";"2490";"2250";"240";"118222";"98902";"19321"
"Norte";"Mulheres";"Branca";"30 a 34 anos";"59625";"49089";"10536";"4373";"4015";"358";"88760";"74782";"13978"
"Norte";"Mulheres";"Branca";"35 a 39 anos";"57893";"47231";"10662";"5704";"5328";"375";"65953";"56304";"9649"
"Norte";"Mulheres";"Branca";"40 a 44 anos";"56507";"45965";"10542";"6801";"6290";"510";"44146";"37676";"6471"
"Norte";"Mulheres";"Branca";"45 a 49 anos";"50933";"41035";"9897";"6064";"5698";"365";"28801";"24922";"3879"
"Norte";"Mulheres";"Branca";"50 a 54 anos";"43272";"33875";"9397";"5818";"5374";"444";"19847";"17115";"2731"
"Norte";"Mulheres";"Branca";"55 a 59 anos";"33093";"25704";"7389";"3822";"3529";"293";"12911";"10842";"2070"
"Norte";"Mulheres";"Branca";"60 a 64 anos";"23306";"18296";"5010";"2860";"2644";"215";"8134";"6861";"1272"
"Norte";"Mulheres";"Branca";"65 a 69 anos";"17501";"13110";"4391";"1429";"1349";"80";"5487";"4668";"819"
"Norte";"Mulheres";"Branca";"70 a 74 anos";"11783";"9506";"2277";"1032";"952";"80";"3573";"2987";"586"
"Norte";"Mulheres";"Branca";"75 a 79 anos";"5862";"4601";"1261";"518";"484";"34";"2530";"2173";"357"
"Norte";"Mulheres";"Branca";"80 anos ou mais";"4199";"3455";"745";"253";"253";"-";"3093";"2733";"360"
"Norte";"Mulheres";"Preta";"18 e 19 anos";"838";"663";"175";"24";"24";"-";"16484";"12903";"3581"
"Norte";"Mulheres";"Preta";"20 a 24 anos";"6088";"4472";"1616";"112";"100";"12";"40755";"31638";"9117"
"Norte";"Mulheres";"Preta";"25 a 29 anos";"9569";"7460";"2110";"537";"444";"94";"35739";"28259";"7479"
"Norte";"Mulheres";"Preta";"30 a 34 anos";"11154";"8574";"2581";"543";"506";"37";"28053";"22210";"5843"
"Norte";"Mulheres";"Preta";"35 a 39 anos";"11570";"8640";"2930";"900";"843";"57";"20685";"16257";"4428"
"Norte";"Mulheres";"Preta";"40 a 44 anos";"10898";"8121";"2777";"906";"812";"94";"15566";"12418";"3148"
"Norte";"Mulheres";"Preta";"45 a 49 anos";"10590";"7769";"2821";"1214";"1078";"136";"11283";"8670";"2613"
"Norte";"Mulheres";"Preta";"50 a 54 anos";"9252";"6511";"2740";"1081";"951";"130";"8028";"6286";"1742"
"Norte";"Mulheres";"Preta";"55 a 59 anos";"8138";"5736";"2403";"796";"653";"144";"5560";"4071";"1488"
"Norte";"Mulheres";"Preta";"60 a 64 anos";"5968";"4236";"1732";"508";"470";"38";"3967";"2932";"1035"
"Norte";"Mulheres";"Preta";"65 a 69 anos";"4185";"2889";"1296";"366";"299";"67";"2250";"1752";"498"
"Norte";"Mulheres";"Preta";"70 a 74 anos";"2478";"1692";"785";"301";"239";"62";"1721";"1292";"429"
"Norte";"Mulheres";"Preta";"75 a 79 anos";"1421";"942";"479";"74";"38";"36";"1061";"767";"294"
"Norte";"Mulheres";"Preta";"80 anos ou mais";"767";"604";"163";"97";"87";"10";"1188";"855";"334"
"Norte";"Mulheres";"Amarela";"18 e 19 anos";"299";"240";"59";"-";"-";"-";"4155";"3465";"690"
"Norte";"Mulheres";"Amarela";"20 a 24 anos";"2215";"1931";"285";"21";"9";"12";"9842";"8395";"1446"
"Norte";"Mulheres";"Amarela";"25 a 29 anos";"3008";"2515";"492";"148";"125";"22";"8000";"6801";"1199"
"Norte";"Mulheres";"Amarela";"30 a 34 anos";"3729";"3093";"636";"244";"219";"25";"5925";"4964";"961"
"Norte";"Mulheres";"Amarela";"35 a 39 anos";"3007";"2486";"521";"282";"278";"4";"3832";"3211";"622"
"Norte";"Mulheres";"Amarela";"40 a 44 anos";"2473";"2004";"469";"452";"431";"21";"2373";"1987";"386"
"Norte";"Mulheres";"Amarela";"45 a 49 anos";"2263";"1791";"472";"341";"320";"20";"1567";"1183";"384"
"Norte";"Mulheres";"Amarela";"50 a 54 anos";"1533";"1203";"330";"150";"150";"-";"1159";"986";"174"
"Norte";"Mulheres";"Amarela";"55 a 59 anos";"1294";"1012";"282";"87";"87";"-";"527";"476";"51"
"Norte";"Mulheres";"Amarela";"60 a 64 anos";"1055";"912";"143";"83";"83";"-";"330";"276";"55"
"Norte";"Mulheres";"Amarela";"65 a 69 anos";"796";"642";"154";"57";"40";"16";"336";"255";"81"
"Norte";"Mulheres";"Amarela";"70 a 74 anos";"517";"403";"114";"78";"70";"8";"99";"93";"6"
"Norte";"Mulheres";"Amarela";"75 a 79 anos";"249";"168";"81";"9";"9";"-";"61";"45";"16"
"Norte";"Mulheres";"Amarela";"80 anos ou mais";"128";"112";"17";"-";"-";"-";"58";"44";"13"
"Norte";"Mulheres";"Parda";"18 e 19 anos";"11775";"8352";"3423";"136";"89";"47";"201322";"153216";"48107"
"Norte";"Mulheres";"Parda";"20 a 24 anos";"68003";"51053";"16950";"1768";"1442";"325";"450922";"349140";"101782"
"Norte";"Mulheres";"Parda";"25 a 29 anos";"116192";"90311";"25881";"4291";"3855";"436";"373703";"292082";"81622"
"Norte";"Mulheres";"Parda";"30 a 34 anos";"136264";"106135";"30130";"7612";"6934";"679";"285252";"224829";"60423"
"Norte";"Mulheres";"Parda";"35 a 39 anos";"132264";"100637";"31628";"9144";"8424";"721";"205367";"161174";"44193"
"Norte";"Mulheres";"Parda";"40 a 44 anos";"125753";"95666";"30088";"12090";"11048";"1042";"146774";"115910";"30863"
"Norte";"Mulheres";"Parda";"45 a 49 anos";"116418";"87243";"29176";"11664";"10642";"1022";"98069";"77219";"20850"
"Norte";"Mulheres";"Parda";"50 a 54 anos";"99606";"72708";"26898";"9742";"8896";"846";"65481";"50991";"14490"
"Norte";"Mulheres";"Parda";"55 a 59 anos";"81211";"57557";"23654";"7996";"7208";"788";"43855";"33238";"10617"
"Norte";"Mulheres";"Parda";"60 a 64 anos";"54251";"39157";"15093";"4663";"4343";"320";"27511";"20839";"6672"
"Norte";"Mulheres";"Parda";"65 a 69 anos";"38234";"26758";"11475";"2532";"2274";"258";"18982";"13962";"5020"
"Norte";"Mulheres";"Parda";"70 a 74 anos";"22654";"16741";"5914";"1388";"1214";"174";"10985";"8022";"2962"
"Norte";"Mulheres";"Parda";"75 a 79 anos";"11767";"8693";"3074";"688";"610";"77";"7219";"5374";"1845"
"Norte";"Mulheres";"Parda";"80 anos ou mais";"7790";"5792";"1999";"299";"260";"38";"8222";"6151";"2071"
"Norte";"Mulheres";"Indígena";"18 e 19 anos";"508";"54";"455";"3";"-";"3";"5066";"1089";"3976"
"Norte";"Mulheres";"Indígena";"20 a 24 anos";"1640";"262";"1378";"48";"12";"36";"10802";"2404";"8398"
"Norte";"Mulheres";"Indígena";"25 a 29 anos";"2141";"475";"1666";"46";"21";"26";"8894";"2099";"6795"
"Norte";"Mulheres";"Indígena";"30 a 34 anos";"2286";"606";"1680";"69";"34";"36";"6719";"1816";"4902"
"Norte";"Mulheres";"Indígena";"35 a 39 anos";"2424";"706";"1718";"85";"52";"33";"4852";"1381";"3471"
"Norte";"Mulheres";"Indígena";"40 a 44 anos";"2015";"552";"1463";"24";"5";"19";"3455";"963";"2492"
"Norte";"Mulheres";"Indígena";"45 a 49 anos";"1816";"528";"1288";"113";"90";"23";"2573";"725";"1848"
"Norte";"Mulheres";"Indígena";"50 a 54 anos";"1290";"480";"810";"19";"13";"5";"1977";"590";"1387"
"Norte";"Mulheres";"Indígena";"55 a 59 anos";"1303";"490";"813";"71";"42";"29";"1376";"312";"1065"
"Norte";"Mulheres";"Indígena";"60 a 64 anos";"981";"295";"686";"44";"37";"6";"1492";"363";"1129"
"Norte";"Mulheres";"Indígena";"65 a 69 anos";"757";"289";"467";"27";"19";"7";"1071";"188";"883"
"Norte";"Mulheres";"Indígena";"70 a 74 anos";"379";"98";"281";"22";"9";"13";"720";"79";"640"
"Norte";"Mulheres";"Indígena";"75 a 79 anos";"224";"90";"135";"3";"-";"3";"396";"101";"295"
"Norte";"Mulheres";"Indígena";"80 anos ou mais";"194";"60";"134";"10";"-";"10";"563";"86";"477"
"Norte";"Mulheres";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"20";"20";"-"
"Norte";"Mulheres";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"56";"56";"-"
"Norte";"Mulheres";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"41";"41";"-"
"Norte";"Mulheres";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"39";"39";"-"
"Norte";"Mulheres";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"55";"55";"-"
"Norte";"Mulheres";"Sem declaração";"40 a 44 anos";"8";"8";"-";"-";"-";"-";"125";"125";"-"
"Norte";"Mulheres";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"48";"48";"-"
"Norte";"Mulheres";"Sem declaração";"50 a 54 anos";"49";"49";"-";"-";"-";"-";"30";"30";"-"
"Norte";"Mulheres";"Sem declaração";"55 a 59 anos";"47";"47";"-";"-";"-";"-";"32";"32";"-"
"Norte";"Mulheres";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Mulheres";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Mulheres";"Sem declaração";"70 a 74 anos";"19";"19";"-";"-";"-";"-";"-";"-";"-"
"Norte";"Mulheres";"Sem declaração";"75 a 79 anos";"4";"4";"-";"-";"-";"-";"19";"19";"-"
"Norte";"Mulheres";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nordeste";"Homens";"Branca";"18 e 19 anos";"4902";"3672";"1230";"138";"89";"49";"258396";"193413";"64984"
"Nordeste";"Homens";"Branca";"20 a 24 anos";"67113";"51838";"15276";"1296";"1118";"178";"611452";"473099";"138353"
"Nordeste";"Homens";"Branca";"25 a 29 anos";"165885";"132175";"33710";"4339";"3869";"470";"474269";"370538";"103731"
"Nordeste";"Homens";"Branca";"30 a 34 anos";"227422";"182438";"44985";"9479";"8673";"806";"332397";"254828";"77568"
"Nordeste";"Homens";"Branca";"35 a 39 anos";"232198";"184255";"47943";"13049";"11892";"1157";"234407";"176125";"58282"
"Nordeste";"Homens";"Branca";"40 a 44 anos";"244169";"191940";"52229";"16829";"15347";"1482";"175074";"131820";"43254"
"Nordeste";"Homens";"Branca";"45 a 49 anos";"239738";"188053";"51685";"19797";"17721";"2075";"123647";"94012";"29635"
"Nordeste";"Homens";"Branca";"50 a 54 anos";"209007";"162303";"46704";"19056";"17054";"2003";"77966";"57858";"20108"
"Nordeste";"Homens";"Branca";"55 a 59 anos";"183095";"139254";"43841";"15672";"13843";"1829";"51962";"37800";"14162"
"Nordeste";"Homens";"Branca";"60 a 64 anos";"160909";"119091";"41818";"11273";"9748";"1525";"38600";"26338";"12263"
"Nordeste";"Homens";"Branca";"65 a 69 anos";"122166";"88199";"33967";"7469";"6541";"927";"27137";"17629";"9508"
"Nordeste";"Homens";"Branca";"70 a 74 anos";"97114";"70803";"26311";"4907";"4186";"721";"20785";"13268";"7517"
"Nordeste";"Homens";"Branca";"75 a 79 anos";"61363";"44655";"16708";"2620";"2309";"310";"13842";"9227";"4615"
"Nordeste";"Homens";"Branca";"80 anos ou mais";"72801";"53307";"19494";"1609";"1411";"198";"15494";"9998";"5497"
"Nordeste";"Homens";"Preta";"18 e 19 anos";"1597";"1244";"353";"42";"28";"14";"91494";"68468";"23026"
"Nordeste";"Homens";"Preta";"20 a 24 anos";"21654";"17147";"4507";"254";"228";"27";"231471";"178014";"53457"
"Nordeste";"Homens";"Preta";"25 a 29 anos";"55972";"45832";"10140";"1082";"959";"123";"206853";"161312";"45540"
"Nordeste";"Homens";"Preta";"30 a 34 anos";"73168";"59711";"13457";"2209";"1947";"262";"165330";"128673";"36657"
"Nordeste";"Homens";"Preta";"35 a 39 anos";"76844";"61967";"14877";"3564";"3138";"426";"122402";"95496";"26906"
"Nordeste";"Homens";"Preta";"40 a 44 anos";"82582";"65445";"17137";"4643";"4241";"402";"96887";"73836";"23051"
"Nordeste";"Homens";"Preta";"45 a 49 anos";"79911";"61656";"18255";"5158";"4550";"608";"71826";"53876";"17950"
"Nordeste";"Homens";"Preta";"50 a 54 anos";"72723";"54552";"18171";"5255";"4690";"565";"48109";"35403";"12706"
"Nordeste";"Homens";"Preta";"55 a 59 anos";"62285";"45187";"17099";"4214";"3638";"576";"31835";"22107";"9728"
"Nordeste";"Homens";"Preta";"60 a 64 anos";"51409";"36252";"15157";"2661";"2316";"345";"23236";"14854";"8381"
"Nordeste";"Homens";"Preta";"65 a 69 anos";"38704";"26563";"12141";"1874";"1488";"386";"17247";"11086";"6161"
"Nordeste";"Homens";"Preta";"70 a 74 anos";"28504";"19636";"8868";"1177";"986";"192";"12380";"8114";"4267"
"Nordeste";"Homens";"Preta";"75 a 79 anos";"16213";"11090";"5123";"635";"550";"85";"7625";"4991";"2634"
"Nordeste";"Homens";"Preta";"80 anos ou mais";"16706";"11569";"5136";"454";"391";"62";"8043";"5061";"2982"
"Nordeste";"Homens";"Amarela";"18 e 19 anos";"271";"185";"86";"-";"-";"-";"10046";"7305";"2740"
"Nordeste";"Homens";"Amarela";"20 a 24 anos";"3063";"2115";"947";"64";"42";"22";"24674";"18538";"6137"
"Nordeste";"Homens";"Amarela";"25 a 29 anos";"7491";"5967";"1523";"168";"126";"42";"19019";"14233";"4785"
"Nordeste";"Homens";"Amarela";"30 a 34 anos";"8438";"6386";"2051";"305";"248";"57";"13773";"9963";"3811"
"Nordeste";"Homens";"Amarela";"35 a 39 anos";"8265";"6266";"2000";"334";"304";"30";"9602";"6945";"2657"
"Nordeste";"Homens";"Amarela";"40 a 44 anos";"8244";"6130";"2114";"577";"493";"84";"7083";"4953";"2130"
"Nordeste";"Homens";"Amarela";"45 a 49 anos";"8254";"6123";"2131";"428";"403";"25";"5056";"3650";"1406"
"Nordeste";"Homens";"Amarela";"50 a 54 anos";"6636";"4676";"1961";"497";"429";"68";"2935";"1950";"986"
"Nordeste";"Homens";"Amarela";"55 a 59 anos";"5614";"3579";"2035";"381";"297";"84";"1995";"1219";"776"
"Nordeste";"Homens";"Amarela";"60 a 64 anos";"5424";"3603";"1820";"395";"276";"119";"1727";"1161";"565"
"Nordeste";"Homens";"Amarela";"65 a 69 anos";"4184";"2813";"1371";"164";"81";"82";"1053";"585";"468"
"Nordeste";"Homens";"Amarela";"70 a 74 anos";"3353";"2216";"1136";"110";"84";"26";"875";"524";"351"
"Nordeste";"Homens";"Amarela";"75 a 79 anos";"2121";"1383";"739";"59";"59";"-";"450";"295";"155"
"Nordeste";"Homens";"Amarela";"80 anos ou mais";"1777";"1120";"657";"80";"80";"-";"521";"347";"174"
"Nordeste";"Homens";"Parda";"18 e 19 anos";"11335";"7720";"3615";"179";"103";"76";"607713";"412211";"195502"
"Nordeste";"Homens";"Parda";"20 a 24 anos";"139253";"100768";"38485";"2177";"1689";"487";"1378590";"965518";"413072"
"Nordeste";"Homens";"Parda";"25 a 29 anos";"308930";"228111";"80819";"6664";"5794";"870";"1069012";"762597";"306415"
"Nordeste";"Homens";"Parda";"30 a 34 anos";"406985";"301076";"105909";"13550";"12020";"1529";"790801";"560555";"230246"
"Nordeste";"Homens";"Parda";"35 a 39 anos";"433683";"317817";"115866";"19148";"16922";"2226";"572709";"402220";"170489"
"Nordeste";"Homens";"Parda";"40 a 44 anos";"462403";"331895";"130507";"24827";"21423";"3404";"442010";"308656";"133354"
"Nordeste";"Homens";"Parda";"45 a 49 anos";"448420";"316831";"131589";"28928";"25059";"3869";"310165";"215164";"95002"
"Nordeste";"Homens";"Parda";"50 a 54 anos";"394105";"274502";"119603";"28061";"24083";"3978";"202917";"138357";"64560"
"Nordeste";"Homens";"Parda";"55 a 59 anos";"342403";"230803";"111599";"21704";"18074";"3629";"133303";"85916";"47387"
"Nordeste";"Homens";"Parda";"60 a 64 anos";"290954";"190532";"100422";"16099";"13252";"2847";"96580";"58997";"37583"
"Nordeste";"Homens";"Parda";"65 a 69 anos";"215659";"140011";"75648";"10616";"8618";"1998";"70544";"41328";"29216"
"Nordeste";"Homens";"Parda";"70 a 74 anos";"160574";"104560";"56014";"6094";"4958";"1136";"49017";"29223";"19795"
"Nordeste";"Homens";"Parda";"75 a 79 anos";"93479";"61417";"32061";"2902";"2359";"543";"28681";"17070";"11611"
"Nordeste";"Homens";"Parda";"80 anos ou mais";"97390";"63449";"33941";"2284";"1893";"391";"31850";"18303";"13547"
"Nordeste";"Homens";"Indígena";"18 e 19 anos";"120";"33";"87";"-";"-";"-";"3842";"1612";"2229"
"Nordeste";"Homens";"Indígena";"20 a 24 anos";"1025";"466";"559";"4";"-";"4";"8676";"4382";"4295"
"Nordeste";"Homens";"Indígena";"25 a 29 anos";"1831";"1156";"675";"42";"34";"9";"6877";"3429";"3447"
"Nordeste";"Homens";"Indígena";"30 a 34 anos";"2410";"1449";"961";"54";"40";"14";"5677";"3042";"2635"
"Nordeste";"Homens";"Indígena";"35 a 39 anos";"2379";"1468";"911";"71";"35";"37";"4010";"2214";"1795"
"Nordeste";"Homens";"Indígena";"40 a 44 anos";"2631";"1641";"989";"122";"106";"16";"2588";"1442";"1146"
"Nordeste";"Homens";"Indígena";"45 a 49 anos";"2429";"1576";"853";"148";"116";"32";"2121";"1225";"896"
"Nordeste";"Homens";"Indígena";"50 a 54 anos";"2320";"1650";"670";"223";"185";"38";"1617";"963";"654"
"Nordeste";"Homens";"Indígena";"55 a 59 anos";"2261";"1489";"773";"166";"124";"43";"1082";"610";"471"
"Nordeste";"Homens";"Indígena";"60 a 64 anos";"1513";"959";"554";"69";"69";"-";"743";"352";"391"
"Nordeste";"Homens";"Indígena";"65 a 69 anos";"1161";"727";"434";"73";"51";"22";"596";"265";"331"
"Nordeste";"Homens";"Indígena";"70 a 74 anos";"871";"452";"419";"50";"50";"-";"427";"153";"275"
"Nordeste";"Homens";"Indígena";"75 a 79 anos";"577";"309";"267";"9";"5";"4";"231";"110";"120"
"Nordeste";"Homens";"Indígena";"80 anos ou mais";"390";"198";"192";"24";"13";"11";"264";"59";"204"
"Nordeste";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"115";"107";"9"
"Nordeste";"Homens";"Sem declaração";"20 a 24 anos";"19";"-";"19";"34";"34";"-";"418";"400";"19"
"Nordeste";"Homens";"Sem declaração";"25 a 29 anos";"22";"22";"-";"-";"-";"-";"600";"443";"157"
"Nordeste";"Homens";"Sem declaração";"30 a 34 anos";"28";"9";"19";"-";"-";"-";"375";"342";"33"
"Nordeste";"Homens";"Sem declaração";"35 a 39 anos";"35";"25";"10";"-";"-";"-";"217";"186";"31"
"Nordeste";"Homens";"Sem declaração";"40 a 44 anos";"51";"41";"10";"-";"-";"-";"110";"88";"22"
"Nordeste";"Homens";"Sem declaração";"45 a 49 anos";"32";"32";"-";"20";"17";"3";"56";"49";"7"
"Nordeste";"Homens";"Sem declaração";"50 a 54 anos";"33";"20";"13";"-";"-";"-";"18";"18";"-"
"Nordeste";"Homens";"Sem declaração";"55 a 59 anos";"35";"24";"11";"18";"18";"-";"53";"53";"-"
"Nordeste";"Homens";"Sem declaração";"60 a 64 anos";"22";"22";"-";"14";"14";"-";"65";"65";"-"
"Nordeste";"Homens";"Sem declaração";"65 a 69 anos";"8";"8";"-";"-";"-";"-";"36";"36";"-"
"Nordeste";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"24";"24";"-"
"Nordeste";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nordeste";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nordeste";"Mulheres";"Branca";"18 e 19 anos";"19432";"13509";"5924";"264";"231";"33";"257069";"199699";"57370"
"Nordeste";"Mulheres";"Branca";"20 a 24 anos";"130290";"99515";"30776";"3248";"2894";"354";"591153";"476937";"114216"
"Nordeste";"Mulheres";"Branca";"25 a 29 anos";"227392";"183012";"44379";"9596";"8749";"847";"459258";"377495";"81763"
"Nordeste";"Mulheres";"Branca";"30 a 34 anos";"268817";"217469";"51348";"17189";"15885";"1304";"333969";"272490";"61479"
"Nordeste";"Mulheres";"Branca";"35 a 39 anos";"265743";"214277";"51467";"23506";"22111";"1395";"245453";"201514";"43939"
